ID,Chromosome,Duplication Status,Ka,Ks,Ka/Ks,dSM, Expression Level,Tissue Specificity,Gene Length,Intron Number,Average Intron Length,5' UTR Length,3' UTR Length,Fop,GC Content,Multifunctionality,Recombination rate,Chromosome position
AT3G62700,3,Recent WGDs,0.0143,0.117,0.1222,0.058,1048.13691,0.193477955,5496,8,85,35,161,0.421,45.23809524,1,4.83,0.964939486
AT3G62710,3,Non WGDs,0.0469,0.0952,0.4929,0.013,407.0167754,0.732873584,2978,7,124,76,81,0.443,47.77265745,1,4.84,0.965741617
AT3G62720,3,Early WGDs,0.0099,0.1203,0.0823,0.072,636.671405,0.200964207,1791,NA,NA,209,199,0.404,48.80694143,3,4.86,0.96612052
AT3G62730,3,Non WGDs,0.0305,0.1417,0.2156,0.033,1101.342948,0.711518335,1618,2,240,35,149,0.403,48.42767296,1,4.87,0.967006015
AT3G62760,3,Recent WGDs,0.0239,0.1255,0.1905,0.207,24.00114348,0.674288312,822,2,81,NA,NA,0.398,49.09090909,2,4.88,0.968210367
AT3G62770,3,Non WGDs,0.0259,0.1283,0.2018,0.116,227.51328,0.185203803,NA,NA,NA,NA,NA,0.477,NA,4,4.88,0.968494149
AT3G62810,3,Singletons,0.0131,0.1955,0.0668,0.217,310.0071733,0.133860715,717,1,97,81,218,0.545,51.09034268,NA,4.89,0.969549344
AT3G62820,3,Recent WGDs,0.0167,0.1704,0.098,0.005,249.4019726,0.279078299,753,NA,NA,33,135,0.39,49.23076923,1,4.9,0.969827114
AT3G62830,3,Recent WGDs,0.0094,0.1348,0.0695,0.023,101.0053212,0.188859165,3182,6,246.1666667,153,214,0.483,48.28101644,2,4.91,0.97033866
AT3G62840,3,Recent WGDs,0.0038,0.1292,0.0291,0.184,1504.570782,0.121144171,1327,4,160,120,237,0.495,45.15151515,NA,4.92,0.970632614
AT3G62860,3,Recent WGDs,0.0089,0.1287,0.0695,0.345,123.995487,0.22069433,2806,6,253.3333333,108,131,0.443,44.1260745,NA,4.92,0.971252097
AT3G62870,3,Recent WGDs,0.0068,0.1516,0.0445,0.29,5011.210066,0.088581876,1689,5,128.2,80,197,0.43,48.37872892,3,4.93,0.971609796
AT3G62890,3,Non WGDs,0.0293,0.1531,0.1913,NA,12.73787111,0.299765582,1907,1,84,11,90,0.397,44.30894309,1,4.93,0.972072592
AT3G62920,3,Singletons,0.0174,0.0874,0.1993,NA,71.48093643,0.29699163,632,1,212,55,122,0.41,43.62139918,1,4.93,0.973905477
AT3G62930,3,Non WGDs,0.023,0.141,0.163,0.188,102.0712843,0.441982878,486,NA,NA,81,96,0.411,46.92556634,1,4.94,0.974004299
AT3G62970,3,Non WGDs,0.0311,0.1425,0.2185,0.19,266.741439,0.069227445,2291,11,109,3,225,0.416,43.75,3,4.94,0.975322137
AT3G62980,3,Non WGDs,0.0149,0.1217,0.1222,0.056,383.4356691,0.126057667,3260,2,459,194,363,0.391,48.45938375,7,4.96,0.975740014
AT3G63000,3,Recent WGDs,0.0159,0.1421,0.1117,0.467,482.7337882,0.109437077,1932,1,280,227,183,0.434,49.03381643,1,4.96,0.977030307
AT3G63010,3,Non WGDs,0.0163,0.243,0.0672,0.261,122.2204508,0.424218108,2062,1,205,292,488,0.448,46.70380687,5,4.97,0.977791416
AT3G63040,3,Singletons,0.0709,0.1055,0.6717,0.121,1119.381889,0.753080927,654,NA,NA,16,74,0.418,44.32624113,1,4.97,0.978659406
AT3G63050,3,Non WGDs,0.0548,0.1763,0.3105,0.042,42.79396764,0.370123003,499,NA,NA,17,59,0.404,42.31678487,1,4.98,0.978822369
AT3G63060,3,Non WGDs,0.0212,0.0903,0.2351,0.015,4.501903537,0.529002254,1184,NA,NA,17,348,0.45,55.92185592,NA,4.99,0.97920365
AT3G63070,3,Non WGDs,0.042,0.1365,0.3081,0.143,175.7636566,0.166742906,7294,10,286.5,302,83,0.414,44.88130564,1,5,0.979873997
AT3G63080,3,Recent WGDs,0.0204,0.208,0.0981,0.254,402.4049222,0.123160493,1650,5,103.6,424,186,0.48,45.40229885,4,5,0.980476372
AT3G63090,3,Non WGDs,0.0363,0.2164,0.1676,NA,72.95637692,0.237930262,1562,NA,NA,189,158,0.445,44.6090535,3,5,0.980944518
AT3G63110,3,Non WGDs,0.0243,0.15,0.1616,0.013,81.47593077,0.390341757,1465,NA,NA,93,361,0.407,49.15924827,2,5,0.981567833
AT3G63150,3,Non WGDs,0.0187,0.1091,0.1711,0.142,367.6342181,0.145550058,3921,13,120.0769231,156,272,0.35,45.85921325,1,5.01,0.983153731
AT3G63160,3,Singletons,0.0413,0.1478,0.2793,0.318,3076.370999,0.281592566,522,NA,NA,52,260,0.388,54.28571429,1,5.01,0.983541023
AT3G63200,3,Non WGDs,0.0176,0.1013,0.1734,0.271,406.6561278,0.333104268,1663,1,85,238,185,0.488,54.1991342,1,5.01,0.985242918
AT3G63210,3,Non WGDs,0.0364,0.2521,0.1445,0.08,215.0055897,0.316850845,1546,1,96,254,404,0.461,47.34848485,2,NA,0.986260593
AT3G63240,3,Non WGDs,0.0187,0.1115,0.168,0.012,28.22728166,0.412883317,3721,10,92.2,716,439,0.479,48.78345499,1,NA,0.987737761
AT3G63250,3,Non WGDs,0.0229,0.0865,0.2642,0.137,378.049098,0.160769196,2375,6,168.5,95,267,0.434,47.10578842,2,NA,0.988522189
AT3G63260,3,Non WGDs,0.0159,0.1082,0.1471,0.1,409.2328862,0.091513761,2127,5,96.4,260,209,0.469,52.55102041,3,NA,0.988831005
AT3G63280,3,Non WGDs,0.0315,0.1002,0.3149,0.403,101.0053212,0.188859165,3568,15,100.1333333,214,184,0.41,45.68345324,3,NA,0.989630758
AT3G63300,3,Non WGDs,0.0152,0.1139,0.1332,0.063,76.8593548,0.334805342,2855,5,219.2,45,217,0.457,50.96860387,1,NA,0.990470608
AT3G63310,3,Non WGDs,0.0087,0.1711,0.0508,0.363,612.4065159,0.164200647,1130,3,75,103,82,0.476,47.08333333,NA,NA,0.990745537
AT3G63350,3,Non WGDs,0.0415,0.1094,0.3794,0.011,8.397115255,0.672371966,1345,1,496,NA,NA,0.403,51.59010601,5,NA,0.992295236
AT3G63380,3,Non WGDs,0.0095,0.0791,0.1197,0.016,50.93345513,0.556363527,3750,NA,NA,147,501,0.427,46.58284977,3,NA,0.993421179
AT3G63390,3,Singletons,0.0459,0.1789,0.2565,0.314,232.5623472,0.10881711,803,NA,NA,25,250,0.521,56.06060606,1,NA,0.993819767
AT3G63420,3,Non WGDs,0.0963,0.0893,1.0791,NA,276.4643312,0.128616928,1369,3,242,111,235,0.379,50.50505051,4,NA,0.99464079
AT3G63470,3,Non WGDs,0.0081,0.1141,0.0707,0.065,20.37527608,0.58441736,2587,2,396.5,87,198,0.471,52.48508946,3,NA,0.99752319
AT3G63510,3,Non WGDs,0.0137,0.0958,0.1429,0.175,117.4133392,0.29195515,2259,11,80.09090909,6,112,0.391,47.06349206,2,NA,0.999095415
AT3G63520,3,Non WGDs,0.0192,0.1083,0.1769,NA,1200.619781,0.138091293,3168,13,103.0769231,29,182,0.419,44.27952999,4,NA,0.999466127
AT3G66654,3,Non WGDs,0.0166,0.111,0.1496,0.119,101.0053212,0.188859165,2414,7,194,161,184,0.381,42.47538678,3,NA,0.818307709
AT3G66656,3,Non WGDs,0.0305,0.2039,0.1498,0.052,13.69804906,0.318678046,537,NA,NA,NA,NA,0.445,41.7132216,3,NA,0.818130799
AT3G66658,3,Non WGDs,0.0037,0.1079,0.0344,0.297,223.2876985,0.1212089,4047,13,144.7692308,138,236,0.405,45.00279174,1,NA,0.817639765
AT4G00026,4,Singletons,0.0363,0.1627,0.2231,NA,101.0053212,0.188859165,2005,7,120.2857143,74,279,0.412,45.30864198,1,NA,0.990049189
AT4G00080,4,Non WGDs,0.0158,0.1366,0.1156,0.023,21.27212146,0.710834366,826,NA,NA,53,143,0.443,50.31746032,1,NA,0.973436418
AT4G00110,4,Recent WGDs,0.003,0.163,0.0183,0.174,237.5747493,0.400196376,1686,NA,NA,195,198,0.468,51.50812065,2,NA,0.968574621
AT4G00150,4,Non WGDs,0.0183,0.1135,0.1611,0.244,88.61492997,0.220874807,2088,NA,NA,181,230,0.507,54.02504472,3,NA,0.953464914
AT4G00180,4,Early WGDs,0.0243,0.1121,0.2167,0.013,163.5790233,0.260128535,2833,6,260.5,295,252,0.409,52.0055325,4,NA,0.940942442
AT4G00190,4,Early WGDs,0.0364,0.1358,0.2683,0.085,11.84471012,0.374643611,1608,2,91.5,NA,NA,0.431,47.85964912,1,NA,0.935120265
AT4G00210,4,Non WGDs,0.0466,0.1176,0.3968,0.048,101.0053212,0.188859165,1203,1,533,7,NA,0.407,49.32126697,1,NA,0.931083875
AT4G00220,4,Early WGDs,0.0103,0.089,0.1154,0.05,38.19976952,0.672519087,2202,1,1254,111,150,0.473,55.31295488,1,NA,0.927229179
AT4G00230,4,Non WGDs,0.0203,0.1341,0.1513,0.051,100.8710924,0.290925285,3532,10,110.5,12,165,0.433,48.08888889,4,NA,0.923639236
AT4G00231,4,Singletons,0.0286,0.2114,0.1355,NA,124.5648498,0.107928087,1855,1,95,29,303,0.386,44.60784314,1,NA,0.921501243
AT4G00232,4,Non WGDs,0.1831,0.1819,1.0062,NA,22.80217998,0.387194131,465,NA,NA,NA,NA,0.39,39.78494624,1,NA,0.919744208
AT4G00240,4,Non WGDs,0.0329,0.1761,0.1866,0.298,71.2030382,0.328823795,4339,9,172.7777778,NA,NA,0.343,45.07902299,2,NA,0.913307068
AT4G00310,4,Singletons,0.0524,0.1568,0.3344,0.075,45.55163657,0.218973415,1827,2,235,214,234,0.397,46.42464246,1,7.32,0.892544499
AT4G00330,4,Non WGDs,0.0272,0.1677,0.1625,0.557,317.1410995,0.213884607,1923,5,81,96,186,0.433,45.22653722,1,7.3,0.885307908
AT4G00335,4,Non WGDs,0.0327,0.1152,0.2838,0.213,113.2893695,0.206696647,2436,4,314.75,227,377,0.316,43.63001745,3,7.29,0.882267438
AT4G00350,4,Non WGDs,0.0121,0.1927,0.063,NA,170.9264827,0.750583211,2212,5,76.4,59,142,0.431,45.67219153,1,7.28,0.877819743
AT4G00355,4,Non WGDs,0.0588,0.1892,0.3109,0.558,327.7371994,0.207080238,1656,2,195,179,286,0.457,46.56679151,1,7.28,0.875690934
AT4G00370,4,Non WGDs,0.0186,0.12,0.1546,0.571,809.8702546,0.155261786,3461,11,121.1818182,246,256,0.416,45.01845018,NA,7.26,0.868516239
AT4G00400,4,Recent WGDs,0.0194,0.138,0.1405,0.76,274.519102,0.253603598,2792,3,306.6666667,119,250,0.455,47.10578842,2,7.24,0.859818115
AT4G00450,4,Singletons,0.0731,0.1336,0.5467,1,179.5301097,0.12616855,8588,11,134.5454545,9,337,0.382,43.92191659,2,7.17,0.834624222
AT4G00490,4,Early WGDs,0.0146,0.1332,0.1094,0.406,335.452794,0.180132419,2812,8,101.5,102,269,0.427,44.87415592,1,7.14,0.821387755
AT4G00500,4,Non WGDs,0.0185,0.1568,0.1181,0.024,123.6713217,0.206267666,2369,5,112,240,186,0.359,44.03470716,1,7.13,0.819427861
AT4G00520,4,Non WGDs,0.0558,0.1492,0.374,0.196,46.72280471,0.214666857,4006,16,155.6875,32,205,0.377,43.42723005,2,7.13,0.816621396
AT4G00525,4,Singletons,0.0598,0.2357,0.2539,NA,101.0053212,0.188859165,1160,1,485,82,170,0.429,46.09929078,1,7.12,0.814460642
AT4G00570,4,Non WGDs,0.0133,0.1348,0.0987,0.196,425.1528477,0.094951719,4257,18,111.3333333,127,302,0.4,45.4495614,2,7.09,0.804594089
AT4G00585,4,Singletons,0.0153,0.1036,0.1481,0.161,734.1825755,0.103163556,1644,2,510,155,202,0.407,50.56179775,2,7.08,0.79896279
AT4G00660,4,Early WGDs,0.0106,0.1377,0.077,0.14,354.2865642,0.085251221,4481,9,181.5555556,381,948,0.38,43.47826087,NA,7.03,0.779541557
AT4G00700,4,Early WGDs,0.0287,0.1429,0.2009,0.12,142.6736699,0.593883075,3464,1,89,209,145,0.437,47.26911619,1,7,0.770136226
AT4G00710,4,Recent WGDs,0.0118,0.1056,0.1117,0.011,371.1429974,0.115941087,3406,10,91.1,668,357,0.402,45.57823129,4,6.99,0.766832201
AT4G00720,4,Early WGDs,0.0086,0.1035,0.0834,0.032,710.4744763,0.226230756,3674,12,122.3333333,312,475,0.396,46.51162791,3,6.98,0.763951062
AT4G00740,4,Non WGDs,0.0045,0.0972,0.0463,0.307,323.8828885,0.114082951,3052,6,113.5,184,384,0.392,46.36716583,1,6.95,0.753171249
AT4G00750,4,Early WGDs,0.025,0.1234,0.2026,0.741,127.6667932,0.351695532,3323,4,300.25,52,168,0.379,49.52681388,1,6.93,0.747660946
AT4G00755,4,Singletons,0.0515,0.1404,0.3668,0.604,193.0750113,0.162750698,1944,4,90,229,221,0.345,43.73897707,1,6.91,0.739606935
AT4G00780,4,Non WGDs,0.0617,0.0988,0.6243,0.14,971.8354458,0.330185882,1613,5,88.4,47,224,0.36,41.77777778,1,6.89,0.732092414
AT4G00810,4,Recent WGDs,0.0171,0.159,0.1075,0.017,2700.490709,0.096390747,1233,3,185.6666667,107,227,0.486,52.33918129,3,6.86,0.723212596
AT4G00820,4,Recent WGDs,0.0246,0.1725,0.1427,0.124,89.36756004,0.367547733,2435,4,100.75,184,243,0.435,46.04361371,1,6.85,0.720229229
AT4G00840,4,Non WGDs,0.0199,0.1204,0.1651,0.025,36.34485313,0.36766457,2022,6,124.5,174,225,0.471,43.49315068,1,6.84,0.715444901
AT4G00850,4,Recent WGDs,0.0621,0.1668,0.3726,0.012,81.07742486,0.273056152,1644,4,145.5,124,266,0.409,47.91666667,1,6.83,0.713841606
AT4G00860,4,Recent WGDs,0.0356,0.1937,0.1837,0.075,4492.606818,0.105847351,1179,2,291.5,120,233,0.461,46.50205761,3,6.83,0.712718302
AT4G00870,4,Non WGDs,0.0589,0.109,0.5402,0.473,31.55732804,0.606073734,1523,1,138,52,61,0.431,45.04716981,3,6.82,0.710141449
AT4G00880,4,Early WGDs,0.0194,0.0629,0.3079,0.063,304.5214605,0.322213453,902,NA,NA,214,319,0.331,43.08943089,1,6.81,0.70699356
AT4G00900,4,Non WGDs,0.0112,0.177,0.0633,0.051,151.1945829,0.254339147,3626,4,93,62,27,0.403,43.15955766,1,6.77,0.692951652
AT4G00905,4,Non WGDs,0.0211,0.1321,0.1597,0.076,101.0053212,0.188859165,1249,1,404,NA,53,0.436,44.94949495,1,6.76,0.689753448
AT4G00910,4,Non WGDs,0.0228,0.1509,0.1508,0.014,25.21617478,0.465964071,1918,5,84.8,NA,NA,0.373,42.63721553,1,6.75,0.688263162
AT4G00990,4,Non WGDs,0.0571,0.1125,0.5075,0.402,202.3892645,0.164605513,4878,13,159.5384615,91,190,0.379,42.6476417,NA,6.66,0.657150456
AT4G01026,4,Non WGDs,0.0231,0.1756,0.1313,NA,252.5285562,0.149832868,1460,2,147,128,402,0.431,43.39622642,1,6.62,0.642487595
AT4G01060,4,Non WGDs,0.0172,0.0912,0.1884,0.176,101.0053212,0.188859165,544,2,100,3,107,0.443,45.2991453,7,6.59,0.632020455
AT4G01070,4,Recent WGDs,0.0179,0.1308,0.1367,0.011,901.4287246,0.200201856,1858,NA,NA,149,266,0.373,48.51004851,5,6.59,0.630560119
AT4G01090,4,Recent WGDs,0.0326,0.2098,0.1554,0.434,122.1574114,0.126722623,3278,4,95.75,431,319,0.42,44.24242424,NA,6.57,0.623003269
AT4G01100,4,Non WGDs,0.0235,0.096,0.245,0.024,890.6705342,0.113822555,2785,7,160.1428571,259,346,0.367,45.98677998,3,6.56,0.617844373
AT4G01110,4,Early WGDs,0.02,0.1875,0.1069,0.009,7.081348763,0.374280624,1198,1,95,104,213,0.391,48.60050891,1,6.55,0.616154824
AT4G01130,4,Non WGDs,0.0257,0.16,0.1608,0.363,96.09194514,0.248961867,2175,4,247.75,35,NA,0.374,41.51436031,1,6.54,0.611106142
AT4G01160,4,Early WGDs,0.0685,0.172,0.3979,0.023,101.0053212,0.188859165,2031,5,102.6,NA,NA,0.402,42.16073781,NA,6.52,0.603875541
AT4G01190,4,Recent WGDs,0.0494,0.1631,0.3028,0.27,12.87839513,0.33843325,1921,8,89.375,NA,NA,0.384,39.55223881,2,6.5,0.596543911
AT4G01210,4,Non WGDs,0.0231,0.1088,0.2123,0.383,431.5551988,0.088065566,5066,13,117.6153846,420,21,0.375,42.86175711,1,6.49,0.592647285
AT4G01220,4,Non WGDs,0.0149,0.2119,0.0702,0.057,98.85233833,0.099537416,2641,3,378.3333333,205,218,0.459,44.22899354,1,6.48,0.589061735
AT4G01230,4,Early WGDs,0.0352,0.2235,0.1573,NA,101.0053212,0.188859165,1145,4,104,NA,NA,0.291,43.75857339,1,6.48,0.58722763
AT4G01280,4,Recent WGDs,0.0458,0.1489,0.3078,NA,90.8731881,0.180104381,2082,7,93.57142857,47,468,0.36,44.51754386,6,6.44,0.571865548
AT4G01290,4,Singletons,0.0297,0.0752,0.3944,0.275,808.2565605,0.086770214,5880,9,232.6666667,587,223,0.382,45.19489247,1,6.43,0.56813065
AT4G01370,4,Early WGDs,0.0034,0.1495,0.0227,0.385,663.9284743,0.060412161,1994,5,108,124,199,0.381,42.52873563,6,6.37,0.546322245
AT4G01420,4,Non WGDs,0.0379,0.2367,0.1602,0.516,7.111580176,0.488595322,1481,7,124.1428571,NA,NA,0.367,38.7254902,4,6.35,0.536160191
AT4G01440,4,Non WGDs,0.0296,0.1497,0.1979,0.135,83.70905907,0.334025566,2320,5,176.8,132,206,0.408,41.43897996,NA,6.31,0.522787952
AT4G01460,4,Early WGDs,0.0403,0.1191,0.3385,0.064,79.58182806,0.308164528,2187,3,255.3333333,225,248,0.413,42.29957806,3,6.26,0.503225758
AT4G01470,4,Non WGDs,0.0134,0.2506,0.0537,0.044,200.2325727,0.615837498,759,NA,NA,NA,NA,0.438,48.48484848,1,6.25,0.500466014
AT4G01510,4,Non WGDs,0.0351,0.1384,0.2536,0.759,61.0583643,0.224431968,1604,8,93.625,22,146,0.387,38.86462882,2,6.21,0.486089071
AT4G01540,4,Non WGDs,0.1129,0.1916,0.5893,0.162,101.0053212,0.188859165,2307,5,145,160,NA,0.365,42.47538678,3,6.15,0.463660113
AT4G01630,4,Non WGDs,0.0143,0.1762,0.0809,0.173,15.77631173,0.525026677,875,1,107,NA,NA,0.508,44.40104167,2,6.09,0.440072709
AT4G01670,4,Non WGDs,0.0145,0.135,0.1071,0.565,101.0053212,0.188859165,1452,1,298,132,272,0.44,48.93333333,1,6.06,0.431369394
AT4G01700,4,Recent WGDs,0.0201,0.0955,0.2105,0.031,269.454572,0.341050242,1198,1,232,23,100,0.468,46.97508897,3,6.01,0.41462764
AT4G01710,4,Non WGDs,0.0065,0.1878,0.0348,0.644,188.3114357,0.114910401,852,3,92,23,154,0.504,45.11278195,3,6,0.412101502
AT4G01720,4,Non WGDs,0.0385,0.1802,0.2138,0.014,73.16033715,0.350488889,3634,5,360.2,28,335,0.408,46.19047619,3,5.98,0.403738812
AT4G01735,4,Singletons,0.0618,0.0439,1.4099,0.966,101.0053212,0.188859165,586,1,25,NA,NA,0.314,41.17647059,1,5.97,0.398949692
AT4G01870,4,Non WGDs,0.0322,0.2226,0.1447,NA,555.4036187,0.341062519,2071,NA,NA,15,97,0.507,48.49412966,NA,5.83,0.353529126
AT4G01880,4,Singletons,0.0311,0.2028,0.1536,NA,88.12883011,0.122985966,2227,8,88.875,43,111,0.405,41.04258443,2,5.83,0.351617152
AT4G01890,4,Recent WGDs,0.0393,0.1493,0.2635,0.038,6.895275407,0.382062489,2219,5,162.4,NA,NA,0.434,44.49182658,1,5.81,0.347246126
AT4G01897,4,Singletons,0.0276,0.1352,0.2043,NA,101.0053212,0.188859165,1170,2,305.5,39,151,0.358,38.48238482,1,5.81,0.344325055
AT4G01900,4,Singletons,0.0284,0.2029,0.1402,NA,754.5342873,0.208082117,1839,7,138.2857143,51,229,0.421,42.80879865,4,5.8,0.343096328
AT4G01935,4,Singletons,0.0387,0.0989,0.3915,NA,101.0053212,0.188859165,1308,4,89,45,136,0.447,44.09857328,1,5.76,0.327802132
AT4G01950,4,Recent WGDs,0.0214,0.1231,0.1737,0.055,218.1474544,0.369420984,2379,1,551,77,188,0.416,44.78566859,1,5.75,0.324616707
AT4G01990,4,Recent WGDs,0.0395,0.2199,0.1796,NA,33.52843346,0.249398657,1769,1,109,28,123,0.425,43.14115308,1,5.69,0.303513911
AT4G02020,4,Non WGDs,0.0337,0.1399,0.2412,0.65,254.33275,0.16187708,5356,16,155,93,212,0.408,43.91287437,5,5.65,0.289823809
AT4G02050,4,Non WGDs,0.0093,0.1796,0.0518,0.014,232.8786359,0.245780258,2564,3,248.3333333,197,80,0.387,43.57976654,2,5.63,0.281818915
AT4G02120,4,Non WGDs,0.0142,0.11,0.129,0.699,247.7293597,0.099960161,3514,20,77.7,95,194,0.397,44.22501496,2,5.53,0.247281986
AT4G02130,4,Recent WGDs,0.0172,0.1176,0.1462,0.204,296.3038065,0.236453121,2719,1,1026,281,371,0.459,50.43227666,1,5.53,0.244247905
AT4G02150,4,Early WGDs,0.0197,0.1514,0.1298,0.04,371.4691703,0.163350871,3080,9,124.7777778,88,273,0.405,44.79949875,3,5.51,0.239488735
AT4G02160,4,Non WGDs,0.0357,0.2021,0.1765,0.203,10.36567021,0.465995582,552,NA,NA,NA,NA,0.351,43.47826087,1,5.51,0.236986157
AT4G02170,4,Non WGDs,0.0457,0.0908,0.5035,0.038,12.20628722,0.341552584,593,NA,NA,77,NA,0.42,43.02325581,1,5.5,0.234584609
AT4G02195,4,Non WGDs,0.0095,0.1639,0.058,0.041,121.9987355,0.250335895,2301,7,160.2857143,115,92,0.375,43.41563786,3,5.47,0.224392205
AT4G02200,4,Recent WGDs,0.0439,0.0974,0.4507,0.155,501.74596,0.128577105,1986,4,195.75,69,489,0.312,39.53488372,2,5.47,0.222520164
AT4G02230,4,Recent WGDs,0.002,0.2038,0.01,NA,2370.822571,0.109421643,1501,3,207.6666667,30,221,0.348,48.64433812,4,5.45,0.217308158
AT4G02270,4,Early WGDs,0.0365,0.1069,0.3412,0.321,218.0194419,0.735844878,864,1,116,42,208,0.509,45.3815261,1,5.43,0.207186036
AT4G02280,4,Non WGDs,0.0443,0.1598,0.2771,0.239,287.4347605,0.609244658,4041,11,102.1818182,239,248,0.416,44.11522634,2,5.42,0.203789367
AT4G02290,4,Recent WGDs,0.0098,0.1527,0.0643,0.056,858.2983591,0.427639475,2860,6,153.5,128,260,0.492,44.3584784,1,5.4,0.198241128
AT4G02300,4,Non WGDs,0.0533,0.1725,0.3087,0.274,4.521597065,0.654020445,3669,2,1035,NA,NA,0.444,42.90181363,1,5.39,0.192402578
AT4G02340,4,Non WGDs,0.0144,0.1138,0.1264,0.569,420.6748889,0.141216724,1935,2,353.5,41,212,0.449,48,NA,5.33,0.172146754
AT4G02350,4,Non WGDs,0.01,0.1388,0.0724,0.298,450.3465195,0.087661321,2661,2,49.5,43,203,0.382,44.38687392,2,5.33,0.169909329
AT4G02400,4,Non WGDs,0.0299,0.1727,0.173,NA,181.447948,0.175858179,3800,10,107.4,44,114,0.423,42.64018692,3,5.29,0.156572231
AT4G02410,4,Non WGDs,0.0284,0.1884,0.1506,0.077,229.1077248,0.352632998,2265,NA,NA,43,197,0.398,45.18518519,3,5.28,0.152551415
AT4G02420,4,Non WGDs,0.0532,0.211,0.252,0.563,131.5929358,0.33538657,2010,NA,NA,NA,NA,0.417,46.8159204,3,5.27,0.149141568
AT4G02480,4,Recent WGDs,0.0251,0.1048,0.2399,0.046,197.7358172,0.244895577,7088,26,107.7307692,166,323,0.434,45.07635598,NA,5.23,0.133157736
AT4G02500,4,Early WGDs,0.0019,0.1351,0.0139,0.011,955.4350297,0.083333643,2104,1,322,131,265,0.416,45.74314574,3,5.2,0.119492392
AT4G02530,4,Singletons,0.0042,0.1381,0.0304,0.584,1805.845577,0.208636323,1889,3,340,24,194,0.389,43.62519201,1,5.17,0.110963982
AT4G02570,4,Recent WGDs,0.0094,0.193,0.0487,0.075,1292.257604,0.159923705,5075,19,122.5263158,269,261,0.392,42.62516915,4,5.14,0.096424513
AT4G02590,4,Recent WGDs,0.0073,0.123,0.0595,0.142,163.3017759,0.176764309,2994,5,281.2,185,470,0.403,49.51768489,4,5.12,0.090225372
AT4G02600,4,Non WGDs,0.0189,0.0821,0.2305,0.135,388.6714423,0.158148568,3411,11,130.4545455,142,253,0.385,43.45351044,2,5.11,0.085024946
AT4G02610,4,Non WGDs,0.0239,0.1866,0.1282,0.164,158.1657687,0.137337698,1703,7,104,28,119,0.431,43.71980676,2,5.1,0.082795907
AT4G02620,4,Singletons,0.0036,0.0885,0.0402,0,1972.859287,0.099971694,2099,4,365.75,78,171,0.403,45.21963824,4,5.1,0.081329581
AT4G02630,4,Early WGDs,0.0135,0.1881,0.0716,0.006,432.6741975,0.198412879,1744,NA,NA,70,195,0.389,44.01622718,3,5.1,0.079615273
AT4G02640,4,Non WGDs,0.0375,0.1465,0.2559,0.266,260.6512471,0.143770899,2324,6,133.5,34,235,0.448,45.215311,3,5.09,0.077510025
AT4G02650,4,Recent WGDs,0.0431,0.1632,0.2642,NA,49.15504209,0.648238677,2201,2,84.5,86,110,0.37,43.89978214,3,5.09,0.075526971
AT4G02680,4,Non WGDs,0.0107,0.1686,0.0637,0.029,557.0418178,0.121543373,3882,4,115,602,153,0.398,44.05699288,2,5.04,0.05538176
AT4G02690,4,Recent WGDs,0.0124,0.1348,0.0922,0.277,50.03464403,0.724277348,2066,3,255,272,282,0.361,44.57831325,NA,5.03,0.052176368
AT4G02715,4,Singletons,0.0231,0.2029,0.114,0.045,101.0053212,0.188859165,618,NA,NA,NA,NA,0.433,43.85113269,1,5,0.039637524
AT4G02725,4,Singletons,0.0422,0.188,0.2244,NA,101.0053212,0.188859165,1433,2,369,51,146,0.383,42.97188755,1,4.99,0.036287975
AT4G02730,4,Non WGDs,0.0121,0.1838,0.0657,NA,108.8834314,0.328764615,1563,1,306,34,221,0.441,44.01197605,1,4.99,0.03489832
AT4G02750,4,Early WGDs,0.0216,0.1395,0.1547,0.73,33.60119414,0.270028174,2346,NA,NA,NA,NA,0.366,44.28815004,NA,4.96,0.023816217
AT4G02810,4,Recent WGDs,0.0728,0.2343,0.3107,0.035,40.52014941,0.243848152,1051,NA,NA,91,144,0.492,43.25980392,1,4.89,NA
AT4G02820,4,Non WGDs,0.028,0.2449,0.1143,0.755,73.65988301,0.242160791,2098,1,86,13,400,0.399,42.52657911,1,4.89,NA
AT4G02840,4,Non WGDs,0.0075,0.1726,0.0436,0.48,859.8213742,0.132449866,1860,3,392.3333333,99,233,0.478,43.87464387,NA,4.88,NA
AT4G02880,4,Recent WGDs,0.0691,0.109,0.6337,0.013,237.1721107,0.257782129,3654,8,195.5,179,252,0.424,44.36407474,1,4.86,NA
AT4G02900,4,Non WGDs,0.0094,0.1402,0.0668,0.404,50.31672999,0.478344818,3682,11,120.3636364,NA,NA,0.372,41.26378287,1,4.84,NA
AT4G02920,4,Recent WGDs,0.0274,0.1249,0.2191,0.404,756.0269466,0.16006634,2339,4,148.75,293,191,0.386,43.33333333,1,4.83,NA
AT4G02930,4,Non WGDs,0.0079,0.1617,0.0489,0.519,1087.685658,0.155810958,2996,11,112.6363636,50,342,0.444,45.56776557,3,4.82,NA
AT4G02980,4,Singletons,0.0168,0.1209,0.1389,0.092,226.8242112,0.115148793,1822,4,237.75,28,246,0.476,44.72361809,4,4.78,NA
AT4G03010,4,Recent WGDs,0.0237,0.1659,0.1428,0.065,26.26530697,0.327710321,1188,NA,NA,NA,NA,0.445,47.72727273,1,4.76,NA
